Series_reference,Period,Data_value,Suppressed,STATUS,UNITS,Magnitude,Subject,Group,Series_title_1,Series_title_2,Series_title_3,Series_title_4,Series_title_5
SSSQ.SFMN1121CA,2004.06,1000.27,,F,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,Legal and Accounting Services,Sales (operating income),Current prices,Actual,
SSSQ.SFMN1121CA,2004.09,1004.481,,F,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,Legal and Accounting Services,Sales (operating income),Current prices,Actual,
SSSQ.SFMN1121CA,2004.12,954.466,,F,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,Legal and Accounting Services,Sales (operating income),Current prices,Actual,
SSSQ.SFMN1121CA,2005.03,847.311,,F,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,Legal and Accounting Services,Sales (operating income),Current prices,Actual,
SSSQ.SFMN1121CA,2005.06,1060.466,,F,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,Legal and Accounting Services,Sales (operating income),Current prices,Actual,
SSSQ.SFMN1121CA,2005.09,1058.588,,F,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,Legal and Accounting Services,Sales (operating income),Current prices,Actual,
SSSQ.SFMN1121CA,2005.12,993.446,,F,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,Legal and Accounting Services,Sales (operating income),Current prices,Actual,
SSSQ.SFMN1121CA,2006.03,955.575,,F,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,Legal and Accounting Services,Sales (operating income),Current prices,Actual,
SSSQ.SFMN1121CA,2006.06,1113.964,,F,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,Legal and Accounting Services,Sales (operating income),Current prices,Actual,
SSSQ.SFMN1121CA,2006.09,1146.357,,F,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,Legal and Accounting Services,Sales (operating income),Current prices,Actual,
SSSQ.SFMN1121CA,2006.12,1106.594,,F,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,Legal and Accounting Services,Sales (operating income),Current prices,Actual,
SSSQ.SFMN1121CA,2007.03,1031.563,,F,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,Legal and Accounting Services,Sales (operating income),Current prices,Actual,
SSSQ.SFMN1121CA,2007.06,1218.958,,F,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,Legal and Accounting Services,Sales (operating income),Current prices,Actual,
SSSQ.SFMN1121CA,2007.09,1246.484,,F,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,Legal and Accounting Services,Sales (operating income),Current prices,Actual,
SSSQ.SFMN1121CA,2007.12,1187.853,,F,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,Legal and Accounting Services,Sales (operating income),Current prices,Actual,
SSSQ.SFMN1121CA,2008.03,1064.956,,F,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,Legal and Accounting Services,Sales (operating income),Current prices,Actual,
SSSQ.SFMN1121CA,2008.06,1283.042,,F,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,Legal and Accounting Services,Sales (operating income),Current prices,Actual,
SSSQ.SFMN1121CA,2008.09,1283.196,,F,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,Legal and Accounting Services,Sales (operating income),Current prices,Actual,
SSSQ.SFMN1121CA,2008.12,1199.975,,F,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,Legal and Accounting Services,Sales (operating income),Current prices,Actual,
SSSQ.SFMN1121CA,2009.03,1071.413,,F,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,Legal and Accounting Services,Sales (operating income),Current prices,Actual,
SSSQ.SFMN1121CA,2009.06,1311.103,,F,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,Legal and Accounting Services,Sales (operating income),Current prices,Actual,
SSSQ.SFMN1121CA,2009.09,1308.349,,F,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,Legal and Accounting Services,Sales (operating income),Current prices,Actual,
SSSQ.SFMN1121CA,2009.12,1216.742,,F,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,Legal and Accounting Services,Sales (operating income),Current prices,Actual,
SSSQ.SFMN1121CA,2010.03,1094.834,,F,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,Legal and Accounting Services,Sales (operating income),Current prices,Actual,
SSSQ.SFMN1121CA,2010.06,1293.856,,F,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,Legal and Accounting Services,Sales (operating income),Current prices,Actual,
SSSQ.SFMN1121CA,2010.09,1377.25,,F,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,Legal and Accounting Services,Sales (operating income),Current prices,Actual,
SSSQ.SFMN1121CA,2010.12,1247.902,,F,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,Legal and Accounting Services,Sales (operating income),Current prices,Actual,
SSSQ.SFMN1121CA,2011.03,1105.887,,F,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,Legal and Accounting Services,Sales (operating income),Current prices,Actual,
SSSQ.SFMN1121CA,2011.06,1348.165,,F,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,Legal and Accounting Services,Sales (operating income),Current prices,Actual,
SSSQ.SFMN1121CA,2011.09,1395.356,,F,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,Legal and Accounting Services,Sales (operating income),Current prices,Actual,
SSSQ.SFMN1121CA,2011.12,1283.469,,F,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,Legal and Accounting Services,Sales (operating income),Current prices,Actual,
SSSQ.SFMN1121CA,2012.03,1160.996,,F,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,Legal and Accounting Services,Sales (operating income),Current prices,Actual,
SSSQ.SFMN1121CA,2012.06,1345.327,,F,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,Legal and Accounting Services,Sales (operating income),Current prices,Actual,
SSSQ.SFMN1121CA,2012.09,1384.759,,F,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,Legal and Accounting Services,Sales (operating income),Current prices,Actual,
SSSQ.SFMN1121CA,2012.12,1343.222,,F,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,Legal and Accounting Services,Sales (operating income),Current prices,Actual,
SSSQ.SFMN1121CA,2013.03,1161.138,,F,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,Legal and Accounting Services,Sales (operating income),Current prices,Actual,
SSSQ.SFMN1121CA,2013.06,1446.602,,F,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,Legal and Accounting Services,Sales (operating income),Current prices,Actual,
SSSQ.SFMN1121CA,2013.09,1476.311,,F,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,Legal and Accounting Services,Sales (operating income),Current prices,Actual,
SSSQ.SFMN1121CA,2013.12,1360.741,,F,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,Legal and Accounting Services,Sales (operating income),Current prices,Actual,
SSSQ.SFMN1121CA,2014.03,1258.617,,F,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,Legal and Accounting Services,Sales (operating income),Current prices,Actual,
SSSQ.SFMN1121CA,2014.06,1444.907,,F,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,Legal and Accounting Services,Sales (operating income),Current prices,Actual,
SSSQ.SFMN1121CA,2014.09,1489.789,,F,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,Legal and Accounting Services,Sales (operating income),Current prices,Actual,
SSSQ.SFMN1121CA,2014.12,1421.403,,F,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,Legal and Accounting Services,Sales (operating income),Current prices,Actual,
SSSQ.SFMN1121CA,2015.03,1283.625,,F,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,Legal and Accounting Services,Sales (operating income),Current prices,Actual,
SSSQ.SFMN1121CA,2015.06,1521.377,,F,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,Legal and Accounting Services,Sales (operating income),Current prices,Actual,
SSSQ.SFMN1121CA,2015.09,1606.945,,F,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,Legal and Accounting Services,Sales (operating income),Current prices,Actual,
SSSQ.SFMN1121CA,2015.12,1510.971,,F,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,Legal and Accounting Services,Sales (operating income),Current prices,Actual,
SSSQ.SFMN1121CA,2016.03,1359.212,,F,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,Legal and Accounting Services,Sales (operating income),Current prices,Actual,
SSSQ.SFMN1121CA,2016.06,1672.007,,F,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,Legal and Accounting Services,Sales (operating income),Current prices,Actual,
SSSQ.SFMN1121CA,2016.09,1687.137,,F,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,Legal and Accounting Services,Sales (operating income),Current prices,Actual,
SSSQ.SFMN1121CA,2016.12,1545.985,,F,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,Legal and Accounting Services,Sales (operating income),Current prices,Actual,
SSSQ.SFMN1121CA,2017.03,1451.124,,F,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,Legal and Accounting Services,Sales (operating income),Current prices,Actual,
SSSQ.SFMN1121CA,2017.06,1636.679,,F,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,Legal and Accounting Services,Sales (operating income),Current prices,Actual,
SSSQ.SFMN1121CA,2017.09,1708.421,,F,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,Legal and Accounting Services,Sales (operating income),Current prices,Actual,
SSSQ.SFMN1121CA,2017.12,1641.254,,F,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,Legal and Accounting Services,Sales (operating income),Current prices,Actual,
SSSQ.SFMN1121CA,2018.03,1512.704,,F,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,Legal and Accounting Services,Sales (operating income),Current prices,Actual,
SSSQ.SFMN1121CA,2018.06,1809.792,,F,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,Legal and Accounting Services,Sales (operating income),Current prices,Actual,
SSSQ.SFMN1121CA,2018.09,1818.925,,F,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,Legal and Accounting Services,Sales (operating income),Current prices,Actual,
SSSQ.SFMN1121CA,2018.12,1693.412,,F,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,Legal and Accounting Services,Sales (operating income),Current prices,Actual,
SSSQ.SFMN1121CA,2019.03,1532.498,,F,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,Legal and Accounting Services,Sales (operating income),Current prices,Actual,
SSSQ.SFMN1121CA,2019.06,1806.419,,F,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,Legal and Accounting Services,Sales (operating income),Current prices,Actual,
SSSQ.SFMN1121CA,2019.09,1947.236,,F,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,Legal and Accounting Services,Sales (operating income),Current prices,Actual,
SSSQ.SFMN1121CA,2019.12,1862.965,,F,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,Legal and Accounting Services,Sales (operating income),Current prices,Actual,
SSSQ.SFMN1121CA,2020.03,1745.208,,F,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,Legal and Accounting Services,Sales (operating income),Current prices,Actual,
SSSQ.SFMN1121CA,2020.06,1776.174,,F,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,Legal and Accounting Services,Sales (operating income),Current prices,Actual,
SSSQ.SFMN1121CA,2020.09,2104.27,,F,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,Legal and Accounting Services,Sales (operating income),Current prices,Actual,
SSSQ.SFMN1121CA,2020.12,1952.765,,F,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,Legal and Accounting Services,Sales (operating income),Current prices,Actual,
SSSQ.SFMN1121CA,2021.03,1817.486,,F,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,Legal and Accounting Services,Sales (operating income),Current prices,Actual,
SSSQ.SFMN1121CA,2021.06,2096.163,,F,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,Legal and Accounting Services,Sales (operating income),Current prices,Actual,
SSSQ.SFMN1121CA,2021.09,2165.144,,F,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,Legal and Accounting Services,Sales (operating income),Current prices,Actual,
SSSQ.SFMN1121CA,2021.12,2120.019,,F,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,Legal and Accounting Services,Sales (operating income),Current prices,Actual,
SSSQ.SFMN1121CA,2022.03,1937.841,,F,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,Legal and Accounting Services,Sales (operating income),Current prices,Actual,
SSSQ.SFMN1121CA,2022.06,2218.3,,F,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,Legal and Accounting Services,Sales (operating income),Current prices,Actual,
SSSQ.SFMN1121CA,2022.09,2313.995,,F,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,Legal and Accounting Services,Sales (operating income),Current prices,Actual,
SSSQ.SFMN1121CA,2022.12,2193.011,,F,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,Legal and Accounting Services,Sales (operating income),Current prices,Actual,
SSSQ.SFMN1121CA,2023.03,2048.953,,F,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,Legal and Accounting Services,Sales (operating income),Current prices,Actual,
SSSQ.SFMN1121CA,2023.06,2463.617,,F,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,Legal and Accounting Services,Sales (operating income),Current prices,Actual,
SSSQ.SFMN1121CA,2023.09,2449.887,,F,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,Legal and Accounting Services,Sales (operating income),Current prices,Actual,
SSSQ.SFMN1121CA,2023.12,2385.283,,F,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,Legal and Accounting Services,Sales (operating income),Current prices,Actual,
SSSQ.SFMN1121CA,2024.03,2132.421,,F,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,Legal and Accounting Services,Sales (operating income),Current prices,Actual,
SSSQ.SFMN1121CA,2024.06,2534.114,,F,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,Legal and Accounting Services,Sales (operating income),Current prices,Actual,
SSSQ.SFMN1121CA,2024.09,2550.535,,F,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,Legal and Accounting Services,Sales (operating income),Current prices,Actual,
SSSQ.SFMN1121CA,2024.12,2397.219,,F,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,Legal and Accounting Services,Sales (operating income),Current prices,Actual,
SSSQ.SFMN1121CS,2004.06,941.991,,F,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,Legal and Accounting Services,Sales (operating income),Current prices,Seasonally adjusted,
SSSQ.SFMN1121CS,2004.09,948.832,,F,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,Legal and Accounting Services,Sales (operating income),Current prices,Seasonally adjusted,
SSSQ.SFMN1121CS,2004.12,962.697,,F,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,Legal and Accounting Services,Sales (operating income),Current prices,Seasonally adjusted,
SSSQ.SFMN1121CS,2005.03,953.906,,F,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,Legal and Accounting Services,Sales (operating income),Current prices,Seasonally adjusted,
SSSQ.SFMN1121CS,2005.06,999.477,,F,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,Legal and Accounting Services,Sales (operating income),Current prices,Seasonally adjusted,
SSSQ.SFMN1121CS,2005.09,998.934,,F,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,Legal and Accounting Services,Sales (operating income),Current prices,Seasonally adjusted,
SSSQ.SFMN1121CS,2005.12,1001.869,,F,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,Legal and Accounting Services,Sales (operating income),Current prices,Seasonally adjusted,
SSSQ.SFMN1121CS,2006.03,1076.561,,F,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,Legal and Accounting Services,Sales (operating income),Current prices,Seasonally adjusted,
SSSQ.SFMN1121CS,2006.06,1051.283,,F,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,Legal and Accounting Services,Sales (operating income),Current prices,Seasonally adjusted,
SSSQ.SFMN1121CS,2006.09,1079.464,,F,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,Legal and Accounting Services,Sales (operating income),Current prices,Seasonally adjusted,
SSSQ.SFMN1121CS,2006.12,1116.291,,F,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,Legal and Accounting Services,Sales (operating income),Current prices,Seasonally adjusted,
SSSQ.SFMN1121CS,2007.03,1162.522,,F,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,Legal and Accounting Services,Sales (operating income),Current prices,Seasonally adjusted,
SSSQ.SFMN1121CS,2007.06,1152.315,,F,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,Legal and Accounting Services,Sales (operating income),Current prices,Seasonally adjusted,
SSSQ.SFMN1121CS,2007.09,1171.596,,F,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,Legal and Accounting Services,Sales (operating income),Current prices,Seasonally adjusted,
SSSQ.SFMN1121CS,2007.12,1198.022,,F,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,Legal and Accounting Services,Sales (operating income),Current prices,Seasonally adjusted,
SSSQ.SFMN1121CS,2008.03,1200.619,,F,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,Legal and Accounting Services,Sales (operating income),Current prices,Seasonally adjusted,
SSSQ.SFMN1121CS,2008.06,1214.526,,F,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,Legal and Accounting Services,Sales (operating income),Current prices,Seasonally adjusted,
SSSQ.SFMN1121CS,2008.09,1204.572,,F,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,Legal and Accounting Services,Sales (operating income),Current prices,Seasonally adjusted,
SSSQ.SFMN1121CS,2008.12,1210.333,,F,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,Legal and Accounting Services,Sales (operating income),Current prices,Seasonally adjusted,
SSSQ.SFMN1121CS,2009.03,1206.651,,F,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,Legal and Accounting Services,Sales (operating income),Current prices,Seasonally adjusted,
SSSQ.SFMN1121CS,2009.06,1243.858,,F,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,Legal and Accounting Services,Sales (operating income),Current prices,Seasonally adjusted,
SSSQ.SFMN1121CS,2009.09,1226.96,,F,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,Legal and Accounting Services,Sales (operating income),Current prices,Seasonally adjusted,
SSSQ.SFMN1121CS,2009.12,1226.476,,F,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,Legal and Accounting Services,Sales (operating income),Current prices,Seasonally adjusted,
SSSQ.SFMN1121CS,2010.03,1232.264,,F,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,Legal and Accounting Services,Sales (operating income),Current prices,Seasonally adjusted,
SSSQ.SFMN1121CS,2010.06,1230.189,,F,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,Legal and Accounting Services,Sales (operating income),Current prices,Seasonally adjusted,
SSSQ.SFMN1121CS,2010.09,1289.836,,F,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,Legal and Accounting Services,Sales (operating income),Current prices,Seasonally adjusted,
SSSQ.SFMN1121CS,2010.12,1257.392,,F,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,Legal and Accounting Services,Sales (operating income),Current prices,Seasonally adjusted,
SSSQ.SFMN1121CS,2011.03,1244.689,,F,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,Legal and Accounting Services,Sales (operating income),Current prices,Seasonally adjusted,
SSSQ.SFMN1121CS,2011.06,1283.668,,F,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,Legal and Accounting Services,Sales (operating income),Current prices,Seasonally adjusted,
SSSQ.SFMN1121CS,2011.09,1305.407,,F,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,Legal and Accounting Services,Sales (operating income),Current prices,Seasonally adjusted,
SSSQ.SFMN1121CS,2011.12,1292.633,,F,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,Legal and Accounting Services,Sales (operating income),Current prices,Seasonally adjusted,
SSSQ.SFMN1121CS,2012.03,1307.308,,F,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,Legal and Accounting Services,Sales (operating income),Current prices,Seasonally adjusted,
SSSQ.SFMN1121CS,2012.06,1282.142,,F,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,Legal and Accounting Services,Sales (operating income),Current prices,Seasonally adjusted,
SSSQ.SFMN1121CS,2012.09,1294.195,,F,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,Legal and Accounting Services,Sales (operating income),Current prices,Seasonally adjusted,
SSSQ.SFMN1121CS,2012.12,1353.008,,F,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,Legal and Accounting Services,Sales (operating income),Current prices,Seasonally adjusted,
SSSQ.SFMN1121CS,2013.03,1307.101,,F,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,Legal and Accounting Services,Sales (operating income),Current prices,Seasonally adjusted,
SSSQ.SFMN1121CS,2013.06,1379.743,,F,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,Legal and Accounting Services,Sales (operating income),Current prices,Seasonally adjusted,
SSSQ.SFMN1121CS,2013.09,1379.21,,F,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,Legal and Accounting Services,Sales (operating income),Current prices,Seasonally adjusted,
SSSQ.SFMN1121CS,2013.12,1371.028,,F,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,Legal and Accounting Services,Sales (operating income),Current prices,Seasonally adjusted,
SSSQ.SFMN1121CS,2014.03,1414.717,,F,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,Legal and Accounting Services,Sales (operating income),Current prices,Seasonally adjusted,
SSSQ.SFMN1121CS,2014.06,1379.954,,F,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,Legal and Accounting Services,Sales (operating income),Current prices,Seasonally adjusted,
SSSQ.SFMN1121CS,2014.09,1392.205,,F,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,Legal and Accounting Services,Sales (operating income),Current prices,Seasonally adjusted,
SSSQ.SFMN1121CS,2014.12,1431.44,,F,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,Legal and Accounting Services,Sales (operating income),Current prices,Seasonally adjusted,
SSSQ.SFMN1121CS,2015.03,1440.728,,F,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,Legal and Accounting Services,Sales (operating income),Current prices,Seasonally adjusted,
SSSQ.SFMN1121CS,2015.06,1454.688,,F,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,Legal and Accounting Services,Sales (operating income),Current prices,Seasonally adjusted,
SSSQ.SFMN1121CS,2015.09,1502.682,,F,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,Legal and Accounting Services,Sales (operating income),Current prices,Seasonally adjusted,
SSSQ.SFMN1121CS,2015.12,1520.81,,F,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,Legal and Accounting Services,Sales (operating income),Current prices,Seasonally adjusted,
SSSQ.SFMN1121CS,2016.03,1523.242,,F,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,Legal and Accounting Services,Sales (operating income),Current prices,Seasonally adjusted,
SSSQ.SFMN1121CS,2016.06,1600.051,,R,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,Legal and Accounting Services,Sales (operating income),Current prices,Seasonally adjusted,
SSSQ.SFMN1121CS,2016.09,1580.432,,R,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,Legal and Accounting Services,Sales (operating income),Current prices,Seasonally adjusted,
